# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
HD 139357 b,Confirmed,9.76,2.15,2.15,9.76,2.15,2.15,,,,1125.7,9.0,9.0,2.36,0.2,0.2,0.1,0.02,0.02,,,,0.01944,2009,2009-03-23,235.4,10.6,10.6,2452466.7,3.2,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 139357,233.8166667,53.9222222,5.98,,,,,121.4,8.2,8.2,-0.13,0.05,0.05,1.35,0.24,0.24,11.47,0.75,0.75,K4III,3.07,1.47,1.47,4700.0,70.0,70.0,,,
HD 14067 b,Confirmed,7.8,0.7,0.7,7.8,0.7,0.7,,,,1455.0,12.0,13.0,3.4,0.1,0.1,0.533,0.047,0.043,,,,,2014,2014-10-09,109.9,5.7,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 14067,34.2934990035,23.7678282663,6.51,,,,,163.4,12.3,12.3,-0.1,0.08,0.08,2.4,0.2,0.2,12.4,1.1,1.1,G9 III,0.69,0.2,0.2,4815.0,100.0,100.0,,,
HD 141399 b,Confirmed,0.451,0.03,0.03,0.451,0.03,0.03,,,,94.44,0.05,0.05,0.415,0.011,0.011,0.04,0.02,0.02,,,,,2014,2016-02-16,270.0,80.0,80.0,2456998.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 141399,236.725000018,46.986388911,7.2,,,,,36.17,0.5,0.5,0.35,0.03,0.03,1.07,0.08,0.08,1.46,0.15,0.15,K0V,,,,5600.0,5340.0,5340.0,,,
HD 141399 c,Confirmed,1.33,0.08,0.08,1.33,0.08,0.08,,,,201.99,0.08,0.08,0.689,0.02,0.02,0.048,0.009,0.009,,,,,2014,2016-02-17,220.0,40.0,40.0,2456838.0,10.0,10.0,,,,,,,,,,,,,,,,,,,44.2,0.5,0.5,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 141399,236.725000018,46.986388911,7.2,,,,,36.17,0.5,0.5,0.35,0.03,0.03,1.07,0.08,0.08,1.46,0.15,0.15,K0V,,,,5600.0,5340.0,5340.0,,,
HD 141399 d,Confirmed,1.18,0.08,0.08,1.18,0.08,0.08,,,,1069.8,6.7,6.7,2.09,0.06,0.06,0.074,0.025,0.025,,,,,2014,2016-02-17,220.0,30.0,30.0,2456923.0,65.0,65.0,,,,,,,,,,,,,,,,,,,22.63,0.6,0.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 141399,236.725000018,46.986388911,7.2,,,,,36.17,0.5,0.5,0.35,0.03,0.03,1.07,0.08,0.08,1.46,0.15,0.15,K0V,,,,5600.0,5340.0,5340.0,,,
HD 141399 e,Confirmed,0.66,0.1,0.1,0.66,0.1,0.1,,,,5000.0,2000.0,560.0,5.0,1.5,1.5,0.26,0.22,0.22,,,,,2014,2016-02-17,350.0,20.0,20.0,2458900.0,800.0,800.0,,,,,,,,,,,,,,,,,,,8.8,0.9,0.9,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 141399,236.725000018,46.986388911,7.2,,,,,36.17,0.5,0.5,0.35,0.03,0.03,1.07,0.08,0.08,1.46,0.15,0.15,K0V,,,,5600.0,5340.0,5340.0,,,
HD 141937 b,Confirmed,9.7,,,9.7,,,,,,653.22,1.21,1.21,1.52,,,0.41,0.01,0.01,,,,0.045427,2002,2010-12-29,187.72,0.8,0.8,51847.38,1.97,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 141937,238.0708333,-18.4358333,7.25,,,,,33.46,,,0.11,,,1.1,,,1.06,,,G2/G3 V,2.55,,,5925.0,,,,,
HD 142 b,Confirmed,1.25,0.15,0.15,1.25,0.15,0.15,,,,349.7,1.2,1.2,1.02,0.3,0.3,0.17,0.06,0.06,,,,0.049515,2001,2012-05-15,327.0,26.0,26.0,2452683.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 142,1.5791667,-49.075,5.7,,,,,20.6,,,0.04,0.15,0.15,1.1,,,0.86,0.34,0.34,G1 IV,5.93,,,6180.0,,,IR Excess,,
HD 142 c,Confirmed,5.3,0.7,0.7,5.3,0.7,0.7,,,,6005.0,477.0,477.0,6.8,0.5,0.5,0.21,0.07,0.07,,,,0.330097,2012,2013-10-10,250.0,20.0,20.0,2455954.0,223.0,223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 142,1.5791667,-49.075,5.7,,,,,20.6,,,0.04,0.15,0.15,1.1,,,0.86,0.34,0.34,G1 IV,5.93,,,6180.0,,,IR Excess,,
HD 142 d,Unconfirmed,0.3,0.15,0.15,,,,,,,108.4,0.7,0.7,0.47,0.2,0.2,0.12,0.12,0.12,,,,0.022816,2012,2012-05-15,270.0,270.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Other,,,,,HD 142,1.5791667,-49.075,5.7,,,,,20.6,,,0.04,0.15,0.15,1.1,,,0.86,0.34,0.34,G1 IV,5.93,,,6180.0,,,IR Excess,,
HD 142022 A b,Confirmed,29.4,16.3,81.0,5.1,1.5,2.6,,,,1928.0,39.0,53.0,3.03,0.005,0.005,0.53,0.18,0.23,10.0,6.0,6.0,0.084472,2005,2014-05-26,170.0,10.0,8.0,50941.0,91.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 142022 A,242.5625,-84.2313889,7.7,,,,,35.87,,,0.19,0.04,0.04,0.99,,,0.705,0.135,0.135,K0 V,13.3,3.9,3.9,5382.0,,,,,
HD 142245 b,Confirmed,1.9,0.2,0.2,1.9,0.2,0.2,,,,1299.0,48.0,48.0,2.77,0.09,0.09,0.32,inf,nan,,,,0.025297,2011,2011-09-02,234.0,60.0,60.0,2454760.0,240.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 142245,238.2333333,15.4308333,7.63,,,,,109.5,7.4,7.4,0.23,0.03,0.03,1.69,0.12,0.12,5.2,0.1,0.1,K0,2.3,0.3,0.3,4878.0,44.0,44.0,,,
HD 142415 b,Confirmed,1.62,,,1.62,,,,,,386.3,1.6,1.6,1.05,,,0.5,,,,,,0.030702,2003,2010-12-29,255.0,4.0,4.0,51519.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 142415,239.4166667,-60.2,7.34,,,,,34.2,,,0.21,0.05,0.05,1.09,,,1.03,,,G1 V,1.49,,,5834.0,,,,,
HD 143105 b,Confirmed,1.21,0.06,0.06,1.21,0.06,0.06,,,,2.1974,0.0003,0.0003,0.0379,0.0009,0.0009,0.07,0.07,0.0,,,,,2016,2016-02-17,,,,2456531.344,0.007,0.007,,,,,,,,,,,,,,,,,,,144.0,2.6,2.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 143105,238.404166679,68.720000017,6.75,,,,,48.7,0.8,0.8,0.15,0.04,0.04,1.51,0.11,0.11,,,,F5,,,,6380.0,60.0,60.0,,,
HD 143361 b,Confirmed,3.12,1.44,1.44,3.12,1.44,1.44,,,,1057.0,20.0,20.0,2.0,,,0.15,0.17,0.17,,,,0.033698,2008,2009-05-20,237.0,55.0,55.0,3746.0,147.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 143361,240.4583333,-44.4344444,9.2,,,,,59.35,,,0.29,,,0.95,,,,,,G0V,,,,,,,,,
HD 143761 b,Confirmed,1.045,0.024,0.024,1.045,0.024,0.024,,,,39.8458,0.0015,0.0015,0.2196,0.0025,0.0025,0.037,0.004,0.004,,,,,2016,2016-07-11,270.6,5.9,5.9,,,,,,,,,,,,,,,,,,,,,,67.28,0.25,0.25,614.0,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 143761,240.262500001,33.30361112,5.4,,,,,17.236,0.024,0.024,-0.31,0.05,0.05,0.889,0.03,0.03,1.362,0.026,0.026,G0V,,,,5627.0,54.0,54.0,,,
HD 143761 c,Confirmed,0.079,0.0063,0.0063,0.079,0.0063,0.0063,,,,102.54,0.17,0.17,0.4123,0.0047,0.0047,0.05,0.037,0.061,,,,,2016,2016-07-11,190.0,140.0,110.0,,,,,,,,,,,,,,,,,,,,,,3.74,0.28,0.28,448.1,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 143761,240.262500001,33.30361112,5.4,,,,,17.236,0.024,0.024,-0.31,0.05,0.05,0.889,0.03,0.03,1.362,0.026,0.026,G0V,,,,5627.0,54.0,54.0,,,
HD 145377 b,Confirmed,5.76,0.1,0.1,5.76,0.1,0.1,,,,103.95,0.13,0.13,0.45,0.004,0.004,0.307,0.017,0.017,,,,0.007799,2008,2008-10-28,138.1,2.8,2.8,54635.4,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 145377,242.9,-27.0780556,8.12,,,,,57.7,3.0,3.0,0.12,0.01,0.01,1.12,0.03,0.03,1.14,,,G3V,1.3,1.0,1.0,6046.0,15.0,15.0,,,
HD 145457 b,Confirmed,2.9,,,2.9,,,,,,176.3,0.39,0.39,0.76,,,0.112,3.1,3.1,,,,0.006032,2010,2010-05-18,300.0,26.0,26.0,3518.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 145457,242.5166667,26.7427778,6.57,,,,,126.0,10.0,10.0,-0.14,0.09,0.09,1.9,0.3,0.3,9.9,0.5,0.5,K0,,,,4757.0,100.0,100.0,,,
HD 145934 b,Confirmed,2.28,0.6,0.6,2.28,0.6,0.6,,,,2730.0,100.0,100.0,4.6,0.14,0.14,0.053,0.053,0.053,,,,,2015,2015-01-07,215.0,62.0,62.0,2451430.0,370.0,370.0,,,,,,,,,,,,,,,,,,,22.9,2.6,2.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 145934,243.29166667,13.239444454,7.6,,,,,,,,,,,1.748,0.1,0.1,5.38,0.44,0.44,K0,,,,,,,,,
HD 1461 b,Confirmed,0.0203,0.0019,0.0019,0.0203,0.0019,0.0019,,,,5.77152,0.00045,0.00045,0.0634,0.0022,0.0022,0.0,,,,,,0.002711,2009,2015-10-26,,,,2450366.936,,,,,,,,,,,,,,,,,,,,,2.28,0.15,0.15,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 1461,4.675,-8.0530556,6.64,,,,,23.4,0.5,0.5,0.19,0.01,0.01,1.02,,,1.095,0.026,0.026,G0V,6.3,,,5765.0,18.0,18.0,IR Excess,,
HD 1461 c,Confirmed,0.0176,0.0023,0.0023,0.0176,0.0023,0.0023,,,,13.5052,0.0029,0.0029,0.1117,0.0039,0.0039,0.0,,,,,,0.004774,2011,2015-10-26,,,,,,,,,,,,,,,,,,,,,,,,,1.49,0.17,0.17,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 1461,4.675,-8.0530556,6.64,,,,,23.4,0.5,0.5,0.19,0.01,0.01,1.02,,,1.095,0.026,0.026,G0V,6.3,,,5765.0,18.0,18.0,IR Excess,,
HD 1461 d,Unconfirmed,0.3,0.3,3.0,,,,,,,5000.0,5000.0,5000.0,5.0,5.0,5.0,0.16,0.29,0.29,,,,0.213675,2009,2009-12-15,326.0,79.0,79.0,2450366.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Other,,,,,HD 1461,4.675,-8.0530556,6.64,,,,,23.4,0.5,0.5,0.19,0.01,0.01,1.02,,,1.095,0.026,0.026,G0V,6.3,,,5765.0,18.0,18.0,IR Excess,,
HD 1461 e,Unconfirmed,0.072,0.03,0.03,,,,,,,454.0,4.0,4.0,1.165,0.008,0.008,0.74,0.13,0.13,,,,0.049786,2009,2011-09-12,87.0,28.0,28.0,2450366.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Other,,,,,HD 1461,4.675,-8.0530556,6.64,,,,,23.4,0.5,0.5,0.19,0.01,0.01,1.02,,,1.095,0.026,0.026,G0V,6.3,,,5765.0,18.0,18.0,IR Excess,,
HD 147018 b,Confirmed,2.12,0.07,0.07,2.12,0.07,0.07,,,,44.236,0.008,0.008,0.2388,0.0039,0.0039,0.4686,0.0081,0.0081,,,,0.005559,2009,2013-05-20,335.97,1.23,1.23,4459.49,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 147018,245.75,-61.6888889,8.3,,,,,42.96,1.6,1.6,0.1,0.05,0.05,0.927,0.031,0.031,,,,G9V,6.36,4.33,4.33,5441.0,55.0,55.0,,,
HD 147018 c,Confirmed,6.56,0.32,0.32,6.56,0.32,0.32,,,,1008.0,18.0,18.0,1.922,0.039,0.039,0.133,0.011,0.011,,,,0.044739,2009,2013-05-20,226.9,6.9,6.9,55301.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 147018,245.75,-61.6888889,8.3,,,,,42.96,1.6,1.6,0.1,0.05,0.05,0.927,0.031,0.031,,,,G9V,6.36,4.33,4.33,5441.0,55.0,55.0,,,
HD 147379 b,Confirmed,0.0777,0.0076,0.0057,0.0777,0.0076,0.0057,,,,86.54,0.07,0.07,0.3193,0.0002,0.0002,0.01,0.01,0.12,,,,,2017,2017-12-19,93.0,122.0,111.0,,,,,,,,,,,,,,,,,,,,,,5.14,0.48,0.4,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 147379,244.179166681,67.238888898,8.9,,,,,10.735,0.026,0.026,0.16,0.16,0.16,0.58,0.08,0.08,0.57,0.06,0.06,M1V,,,,4090.0,50.0,50.0,,,
HD 147513 b,Confirmed,1.21,,,1.21,,,,,,528.4,6.3,6.3,1.32,,,0.26,0.05,0.05,,,,0.102326,2003,2010-12-29,282.0,9.0,9.0,51672.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 147513,246.0041667,-39.1927778,5.37,,,,,12.9,,,-0.03,,,0.92,,,1.0,,,G3/G5V,0.65,,,5701.0,,,,,
HD 147873 b,Confirmed,5.14,0.34,0.34,5.14,0.34,0.34,,,,116.596,0.023,0.023,0.522,0.018,0.018,0.207,0.013,0.013,,,,,2016,2016-04-02,80.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,171.5,1.2,1.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 147873,246.437500015,-33.453611123,7.96,,,,,104.93,10.9,10.9,-0.03,0.1,0.1,1.38,0.05,0.05,2.29,0.1,0.1,G1V,4.0,3.0,3.0,5972.0,100.0,100.0,,,
HD 147873 c,Confirmed,2.3,0.18,0.18,2.3,0.18,0.18,,,,491.54,0.79,0.79,1.36,0.05,0.05,0.23,0.03,0.03,,,,,2016,2016-04-02,42.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,47.9,1.7,1.7,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 147873,246.437500015,-33.453611123,7.96,,,,,104.93,10.9,10.9,-0.03,0.1,0.1,1.38,0.05,0.05,2.29,0.1,0.1,G1V,4.0,3.0,3.0,5972.0,100.0,100.0,,,
HD 148156 b,Confirmed,0.85,0.05,0.06,0.85,0.05,0.06,,,,1010.0,,,2.45,0.05,0.05,0.52,0.09,0.09,,,,0.046183,2009,2010-09-09,35.0,12.0,12.0,4707.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 148156,247.0708333,-46.3175,7.69,,,,,53.05,2.9,2.9,0.29,0.02,0.02,1.22,,,1.21,0.03,0.03,F8V,,,,6308.0,28.0,28.0,,,
HD 148427 b,Confirmed,0.96,0.1,0.1,0.96,0.1,0.1,,,,331.5,3.0,3.0,0.93,0.01,0.01,0.16,0.08,0.08,,,,0.015683,2009,2009-08-13,277.0,68.0,68.0,13991.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 148427,247.1166667,-13.3997222,6.89,,,,,59.3,,,0.154,0.04,0.04,1.45,0.06,0.06,3.22,0.2,0.2,K0IV,2.5,,,5052.0,44.0,44.0,,,
HD 149026 b,Confirmed,0.357,0.011,0.014,0.356,0.011,0.013,0.718,0.065,0.065,2.8758916,1.4e-06,1.4e-06,0.04288,0.00033,0.00033,0.0,,,85.3,0.8,0.8,0.000543,2005,2015-02-24,,,,2453317.838,0.003,0.003,,,,2454597.70713,0.00016,0.00016,,,,,,,,,,,,,54.63,11.9,11.9,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HD 149026,247.6208333,38.3472222,8.15,,,,,78.9,6.6,6.6,0.36,0.05,0.05,1.3,0.1,0.1,1.497,0.069,0.069,G0 IV,2.0,0.8,0.8,6147.0,50.0,50.0,,,
HD 149143 b,Confirmed,1.33,,,1.33,,,1.05,,,4.07206,0.000320041,0.000320041,0.052,,,0.0123,0.0093,0.0115,,,,0.000825,2005,2015-02-27,204.8,55.9,55.9,2453413.1,,,,,,,,,,,,,,,,,,,,,149.28,1.65,1.65,,,,,,,,,,Announced on a professional conference,Radial Velocity,Radial Velocity,Theoretical,,,HD 149143,248.2125,2.0847222,7.9,,,,,63.0,,,0.26,0.05,0.05,1.1,0.1,0.1,,,,G0 IV,7.6,1.2,1.2,5730.0,150.0,150.0,,,
HD 149382 b,Unconfirmed,15.5,7.5,7.5,,,,,,,2.391,0.002,0.002,0.0256,0.0026,0.0026,0.0,,,39.0,13.0,13.0,0.000346,2009,2011-10-10,,,,,,,,,,,,,,,,,,,,,,2453932.20689,,,,,,,,,,,,,,,Published in a refereed paper,Other,,,,,HD 149382,248.5958333,-4.0144444,8.95,,,,,74.0,8.0,8.0,,,,0.41,0.12,0.12,,,,B5 D,,,,35500.0,500.0,500.0,,,
HD 1502 b,Confirmed,3.1,0.2,0.2,3.1,0.2,0.2,,,,431.8,3.1,3.1,1.31,0.03,0.03,0.101,0.036,0.036,,,,0.008239,2011,2011-09-02,219.0,20.0,20.0,2455227.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 1502,4.8208333,14.0547222,8.52,,,,,159.0,19.0,19.0,0.09,0.03,0.03,1.61,0.11,0.11,4.5,0.1,0.1,K0D,2.4,0.5,0.5,5049.0,44.0,44.0,,,
HD 150433 b,Confirmed,0.168,0.0197,0.0197,0.168,0.0197,0.0197,,,,1096.2,27.234,27.234,1.9303,0.0452,0.0452,0.0,,,,,,0.065213,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 150433,250.2833333,-2.8572222,7.22,,,,,29.6,0.5,0.5,,,,,,,,,,G0,,,,,,,,,
HD 150706 b,Confirmed,2.71,0.66,1.14,2.71,0.66,1.14,,,,5894.0,1498.0,5584.0,6.7,1.4,4.0,0.38,0.32,0.28,,,,0.246324,2002,2014-05-25,132.0,33.0,37.0,2458179.0,1586.0,4396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Radial Velocity,,,,,HD 150706,247.8208333,79.7897222,7.03,,,,,27.2,,,-0.13,,,0.94,0.8,0.8,0.87,,,G0,1.17,,,5741.0,,,IR Excess,,
HD 152079 b,Confirmed,3.0,2.0,2.0,3.0,2.0,2.0,,,,2097.0,930.0,930.0,3.2,2.1,2.1,0.6,0.24,0.24,,,,0.037572,2010,2014-08-27,325.0,37.0,37.0,2453193.0,260.0,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 152079,253.375,-46.3308333,9.18,,,,,85.17,10.3,10.3,0.16,,,1.023,,,,,,G6V,,,,,,,,,
HD 152581 b,Confirmed,1.5,0.1,0.1,1.5,0.1,0.1,,,,689.0,13.0,13.0,1.48,0.04,0.04,0.22,inf,nan,,,,0.007957,2011,2011-09-02,321.0,90.0,90.0,2455320.0,190.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 152581,253.4333333,11.9736111,8.54,,,,,186.0,33.0,33.0,-0.46,0.03,0.03,0.927,0.065,0.065,4.8,0.1,0.1,K0,12.0,3.0,3.0,5155.0,44.0,44.0,,,
HD 153950 b,Confirmed,2.73,0.05,0.05,2.73,0.05,0.05,,,,499.4,3.6,3.6,1.28,0.01,0.01,0.34,0.021,0.021,,,,0.025806,2008,2008-10-28,308.2,2.4,2.4,54502.0,4.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 153950,256.1291667,-43.3097222,7.39,,,,,49.6,1.8,1.8,-0.01,0.01,0.01,1.12,0.03,0.03,1.34,,,F8V,4.3,1.0,1.0,6076.0,13.0,13.0,,,
HD 154088 b,Confirmed,0.0193,0.0081,0.0081,0.0193,0.0081,0.0081,,,,18.596,0.0205,0.0205,0.1316,0.0021,0.0021,0.38,0.15,0.15,,,,0.007393,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 154088,256.1166667,-28.5827778,6.58,,,,,17.8,0.2,0.2,,,,,,,,,,K0IV,,,,,,,,,
HD 154345 b,Confirmed,1.3,0.6,1.9,1.0,0.3,0.3,,,,3538.0,300.0,300.0,4.3,0.4,0.4,0.26,0.15,0.15,50.0,26.0,26.0,0.238095,2006,2012-05-25,346.0,60.0,60.0,2454701.0,1000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 154345,255.65,47.0819444,6.74,,,,,18.06,0.18,0.18,-0.105,0.03,0.03,0.88,,,,,,G8V,4.92,4.48,4.48,5468.0,44.0,44.0,,,
HD 154672 b,Confirmed,5.02,0.17,0.17,5.02,0.17,0.17,,,,163.91,0.01,0.01,0.6,0.17,0.17,0.61,0.02,0.02,,,,0.009119,2008,2016-02-02,265.0,2.0,2.0,2454520.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 154672,257.5208333,-56.4491667,8.22,,7.01,6.7,6.61,65.8,,,0.26,0.04,0.04,1.06,0.09,0.09,1.27,0.09,0.09,G3IV,9.28,2.36,2.36,5714.0,30.0,30.0,,,
HD 154857 b,Confirmed,2.24,0.05,0.05,2.24,0.05,0.05,,,,408.6,0.5,0.5,1.291,0.008,0.008,0.46,0.02,0.02,,,,0.017518,2004,2014-01-23,57.0,4.0,4.0,2453572.5,2.4,2.4,,,,,,,,,,,,,,,,346.0,5.0,5.0,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 154857,257.8125,-56.6805556,7.25,,,,,64.2,3.1,3.1,-0.22,,,1.718,0.03,0.022,1.76,0.057,0.057,G5V,5.6,,,5445.0,,,,,
HD 154857 c,Confirmed,2.58,0.16,0.16,2.58,0.16,0.16,,,,3452.0,105.0,105.0,5.36,0.09,0.09,0.06,0.05,0.05,,,,,2014,2014-01-24,352.0,37.0,37.0,2455219.0,375.0,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 154857,257.8125,-56.6805556,7.25,,,,,64.2,3.1,3.1,-0.22,,,1.718,0.03,0.022,1.76,0.057,0.057,G5V,5.6,,,5445.0,,,,,
HD 155233 b,Confirmed,2.6,0.3,0.3,2.6,0.3,0.3,,,,818.8,12.0,12.0,2.0,0.06,0.06,0.04,0.04,0.04,,,,,2015,2016-03-17,120.0,71.0,71.0,2456282.0,192.0,192.0,,,,,,,,,,,,,,,,,,,40.5,3.1,3.1,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,HIP 84056,,HD 155233,257.766666668,-20.654444461,6.8,,,,,75.1,3.3,3.3,0.1,0.07,0.07,1.5,0.2,0.2,5.0,0.3,0.3,K1III,,,,4845.0,100.0,100.0,,,
HD 155358 b,Confirmed,0.85,0.05,0.05,0.85,0.05,0.05,,,,194.3,0.3,0.3,0.64,0.01,0.01,0.17,0.03,0.03,,,,0.014884,2007,2012-02-04,143.0,11.0,11.0,2451224.8,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 155358,257.3958333,33.3558333,7.27,,,,,43.0,,,-0.51,0.06,0.06,0.92,,,,,,G0,10.7,,,5900.0,100.0,100.0,,,
HD 155358 c,Confirmed,0.82,0.07,0.07,0.82,0.07,0.07,,,,391.9,1.0,1.0,1.02,0.02,0.02,0.16,0.1,0.1,,,,0.023721,2007,2012-02-04,180.0,26.0,26.0,2455345.4,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 155358,257.3958333,33.3558333,7.27,,,,,43.0,,,-0.51,0.06,0.06,0.92,,,,,,G0,10.7,,,5900.0,100.0,100.0,,,
HD 156279 b,Confirmed,9.71,0.66,0.66,9.71,0.66,0.66,,,,131.05,0.54,0.54,0.495,0.017,0.017,0.708,0.018,0.018,,,,0.013525,2011,2011-11-04,264.2,1.7,1.7,2455525.59,0.18,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 156279,258.0958333,63.3522222,8.08,,,,,36.6,1.0,1.0,0.14,0.01,0.01,0.93,0.04,0.04,,,,K0,4.0,3.6,3.6,5453.0,40.0,40.0,,,
